SUID,name,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
7349,BCL6,0,0.36280488,0.15,4,5,0,FALSE,,34.6,5,0,FALSE,0,BCL6,0
7355,BDP1,0,0.34795322,0.66666667,4,3,0,FALSE,,53,3,0,FALSE,0,BDP1,0
7359,BIN1,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,BIN1,0
7372,BRIP1,0,0.23856859,0,6,1,0,FALSE,,2,1,0,FALSE,0,BRIP1,0
7374,BTAF1,0,0.24895397,0,6,1,0,FALSE,,16,1,0,FALSE,0,BTAF1,0
7377,BTF3,0,0.33521127,0,5,2,0,FALSE,,30.5,2,0,FALSE,0,BTF3,0
7380,CBFB,0,0.28199052,0,5,3,0,FALSE,,10.33333333,3,0,FALSE,0,CBFB,0
7384,CDX1,0,0.27610209,0,5,2,0,FALSE,,19,2,0,FALSE,0,CDX1,0
7387,CDX2,0,0.35951662,0.25,5,4,0,FALSE,,23,4,0,FALSE,0,CDX2,0
7396,CEBPB,0,0.27803738,0,6,2,0,FALSE,,7.5,2,0,FALSE,0,CEBPB,0
7399,CEBPD,0,0.25757576,0,6,1,0,FALSE,,22,1,0,FALSE,0,CEBPD,0
7401,CEBPE,0,0.27356322,0.5,5,2,0,FALSE,,45,2,0,FALSE,0,CEBPE,0
7404,CEBPZ,0,0.22972973,0,6,1,0,FALSE,,10,1,0,FALSE,0,CEBPZ,0
7406,CHD8,0,0.30829016,0.5,5,2,0,FALSE,,62,2,0,FALSE,0,CHD8,0
7412,CLOCK,0,0.66666667,0,2,1,0,FALSE,,5,1,0,FALSE,0,CLOCK,0
7415,CNBP,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,CNBP,0
7426,CREB5,0,0.26984127,0,6,1,0,FALSE,,20,1,0,FALSE,0,CREB5,0
7428,CREBBP,0,0.38141026,0.13333333,5,6,0,FALSE,,28.66666667,6,0,FALSE,0,CREBBP,0
7438,CRX,0,0.23856859,0,6,1,0,FALSE,,3,1,0,FALSE,0,CRX,0
7440,CTBP1,0,0.29310345,0,5,1,0,FALSE,,46,1,0,FALSE,0,CTBP1,0
7442,CTCF,0,0.33333333,0.25,5,4,0,FALSE,,41.25,4,0,FALSE,0,CTCF,0
7456,CTNNBIP1,0,0.22884615,0,6,1,0,FALSE,,6,1,0,FALSE,0,CTNNBIP1,0
7459,DDIT3,0,0.31578947,0,5,4,0,FALSE,,10.5,4,0,FALSE,0,DDIT3,0
7464,DLX4,0,0.29310345,0,5,1,0,FALSE,,46,1,0,FALSE,0,DLX4,0
7466,DLX5,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,DLX5,0
7468,DMAP1,0,0.28883495,0,6,2,0,FALSE,,12,2,0,FALSE,0,DMAP1,0
7476,DR1,0,0.27944573,0,5,2,0,FALSE,,13,2,0,FALSE,0,DR1,0
7480,DRAP1,0,0.24895397,0,6,1,0,FALSE,,16,1,0,FALSE,0,DRAP1,0
7508,E2F5,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,E2F5,0
7510,E2F6,0,0.32513661,0.5,5,2,0,FALSE,,45,2,0,FALSE,0,E2F6,0
7513,E2F7,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,E2F7,0
7515,E2F8,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,E2F8,0
7517,EBF1,0,0.23762376,0,7,1,0,FALSE,,6,1,0,FALSE,0,EBF1,0
7519,EGF,0,0.26984127,0,6,1,0,FALSE,,20,1,0,FALSE,0,EGF,0
7537,ELL,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,ELL,0
7539,ENO1,0,0.26621924,0,6,2,0,FALSE,,47.5,2,0,FALSE,0,ENO1,0
7557,ERF,0,0.25925926,0,6,1,0,FALSE,,7,1,0,FALSE,0,ERF,0
7559,ERG,0,0.22623574,0,6,1,0,FALSE,,10,1,0,FALSE,0,ERG,0
7579,ESRRA,0,0.25591398,0,6,2,0,FALSE,,14.5,2,0,FALSE,0,ESRRA,0
7591,ETV1,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,ETV1,0
7593,ETV3,0,0.33615819,0.5,5,2,0,FALSE,,51,2,0,FALSE,0,ETV3,0
7597,ETV7,0,0.28,0,5,2,0,FALSE,,11,2,0,FALSE,0,ETV7,0
7600,EWSR1,0,0.24485597,0.5,6,2,0,FALSE,,11.5,2,0,FALSE,0,EWSR1,0
7603,EZH2,0,0.39666667,0.1,4,11,0,FALSE,,27.54545455,11,0,FALSE,0,EZH2,0
7616,FHL2,0,0.33615819,0.5,5,2,0,FALSE,,51,2,0,FALSE,0,FHL2,0
7619,FLI1,0,0.34195402,0,5,3,0,FALSE,,17.66666667,3,0,FALSE,0,FLI1,0
7631,FOSL2,0,0.30749354,0,5,2,0,FALSE,,33,2,0,FALSE,0,FOSL2,0
7638,FOXA2,0,0.25319149,0,6,1,0,FALSE,,9,1,0,FALSE,0,FOXA2,0
7640,FOXC1,0,0.23991935,0,6,1,0,FALSE,,6,1,0,FALSE,0,FOXC1,0
7642,FOXD3,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,FOXD3,0
7644,FOXH1,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,FOXH1,0
7646,FOXL2,0,0.27546296,0,6,1,0,FALSE,,20,1,0,FALSE,0,FOXL2,0
7648,FOXM1,0,0.30434783,0.5,5,2,0,FALSE,,66.5,2,0,FALSE,0,FOXM1,0
7655,FOXO4,0,0.28813559,0,6,2,0,FALSE,,23,2,0,FALSE,0,FOXO4,0
7660,FOXQ1,0,0.25813449,0,6,1,0,FALSE,,19,1,0,FALSE,0,FOXQ1,0
7662,FUBP1,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,FUBP1,0
7664,FUS,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,FUS,0
7672,GATA2,0,0.32336957,0.16666667,5,4,0,FALSE,,28.25,4,0,FALSE,0,GATA2,0
7685,GFI1,0,0.26444444,0,5,1,0,FALSE,,17,1,0,FALSE,0,GFI1,0
7690,GTF2A1,0,0.24895397,0,6,1,0,FALSE,,16,1,0,FALSE,0,GTF2A1,0
7692,GTF2I,0,0.27546296,0,6,1,0,FALSE,,20,1,0,FALSE,0,GTF2I,0
7694,GTF3A,0,0.26984127,0,6,1,0,FALSE,,20,1,0,FALSE,0,GTF3A,0
7696,HAND2,0,0.22326454,0,6,1,0,FALSE,,8,1,0,FALSE,0,HAND2,0
7698,HBP1,0,0.26984127,0,6,1,0,FALSE,,15,1,0,FALSE,0,HBP1,0
7700,HCFC1,0,0.29339853,0,5,2,0,FALSE,,26,2,0,FALSE,0,HCFC1,0
7718,HDAC11,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,HDAC11,0
7720,HDAC2,0,0.38387097,0.07142857,4,7,0,FALSE,,29.85714286,7,0,FALSE,0,HDAC2,0
7728,HDAC3,0,0.30279898,0.5,5,2,0,FALSE,,59.5,2,0,FALSE,0,HDAC3,0
7731,HDAC4,0,0.32697548,0.1,5,6,0,FALSE,,17,6,0,FALSE,0,HDAC4,0
7739,HDAC5,0,0.32075472,0,5,2,0,FALSE,,23,2,0,FALSE,0,HDAC5,0
7752,HES1,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,HES1,0
7754,HEY1,0,0.22326454,0,6,1,0,FALSE,,8,1,0,FALSE,0,HEY1,0
7756,HEY2,0,0.22326454,0,6,1,0,FALSE,,8,1,0,FALSE,0,HEY2,0
7758,HEYL,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,HEYL,0
7760,HIC1,0,0.35,0.25,5,4,0,FALSE,,42.75,4,0,FALSE,0,HIC1,0
7776,HIF3A,0,0.27419355,0,6,2,0,FALSE,,18.5,2,0,FALSE,0,HIF3A,0
7779,HIPK2,0,0.34,0,5,2,0,FALSE,,47,2,0,FALSE,0,HIPK2,0
7782,HMGA1,0,0.38762215,0.16666667,5,4,0,FALSE,,44.25,4,0,FALSE,0,HMGA1,0
7788,HNF4A,0,0.31926121,0.05,5,5,0,FALSE,,25.2,5,0,FALSE,0,HNF4A,0
7797,HOXA10,0,0.34482759,0.16666667,5,4,0,FALSE,,26.75,4,0,FALSE,0,HOXA10,0
7803,HOXA9,0,0.33903134,0.16666667,5,3,0,FALSE,,39.66666667,3,0,FALSE,0,HOXA9,0
7807,HOXB1,0,0.24435318,0,6,1,0,FALSE,,14,1,0,FALSE,0,HOXB1,0
7809,HOXB13,0,0.24435318,0,6,1,0,FALSE,,14,1,0,FALSE,0,HOXB13,0
7817,HSF4,0,0.26862302,0,6,1,0,FALSE,,30,1,0,FALSE,0,HSF4,0
7820,IFI16,0,0.36060606,0.41666667,4,4,0,FALSE,,53,4,0,FALSE,0,IFI16,0
7826,ILF2,0,0.66666667,0,2,1,0,FALSE,,2,1,0,FALSE,0,ILF2,0
7828,ING1,0,0.31903485,0,5,1,0,FALSE,,64,1,0,FALSE,0,ING1,0
7837,IRF2,0,0.23151751,0,6,1,0,FALSE,,11,1,0,FALSE,0,IRF2,0
7839,IRF3,0,0.22641509,0,6,1,0,FALSE,,3,1,0,FALSE,0,IRF3,0
7841,IRF8,0,0.26444444,0,5,1,0,FALSE,,17,1,0,FALSE,0,IRF8,0
7860,JUNB,0,0.24137931,0,6,1,0,FALSE,,11,1,0,FALSE,0,JUNB,0
7865,KAT2B,0,0.34593023,0.05,5,5,0,FALSE,,14.2,5,0,FALSE,0,KAT2B,0
7871,KAT5,0,0.30203046,0,5,1,0,FALSE,,29,1,0,FALSE,0,KAT5,0
7875,KHDRBS1,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,KHDRBS1,0
7877,KLF12,0,0.22972973,0,6,1,0,FALSE,,9,1,0,FALSE,0,KLF12,0
7879,KLF2,0,0.25757576,0,6,1,0,FALSE,,22,1,0,FALSE,0,KLF2,0
7888,L3MBTL1,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,L3MBTL1,0
7898,LIMD1,0,0.26862302,0,6,1,0,FALSE,,30,1,0,FALSE,0,LIMD1,0
7900,LMO2,0,0.27752294,0,6,3,0,FALSE,,9.666666667,3,0,FALSE,0,LMO2,0
7907,LYL1,0,0.31989247,0,5,1,0,FALSE,,52,1,0,FALSE,0,LYL1,0
7909,MAX,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,MAX,0
7911,MCM5,0,0.26984127,0,6,1,0,FALSE,,20,1,0,FALSE,0,MCM5,0
7913,MDM4,0,0.31903485,0,5,1,0,FALSE,,64,1,0,FALSE,0,MDM4,0
7917,MED1,0,0.29382716,0,5,2,0,FALSE,,37.5,2,0,FALSE,0,MED1,0
7920,MEF2A,0,0.29310345,0,5,1,0,FALSE,,41,1,0,FALSE,0,MEF2A,0
7923,MEF2C,0,0.30848329,0,5,3,0,FALSE,,16.66666667,3,0,FALSE,0,MEF2C,0
7929,MEF2D,0,0.32162162,0,5,3,0,FALSE,,19.33333333,3,0,FALSE,0,MEF2D,0
7933,MEIS1,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,MEIS1,0
7935,MEN1,0,0.31088083,0,5,3,0,FALSE,,20.66666667,3,0,FALSE,0,MEN1,0
7941,MKL1,0,0.23483366,0,6,1,0,FALSE,,9,1,0,FALSE,0,MKL1,0
7943,MSC,0,0.234714,0,6,1,0,FALSE,,14,1,0,FALSE,0,MSC,0
7952,MXI1,0,0.26621924,0,6,2,0,FALSE,,47.5,2,0,FALSE,0,MXI1,0
7963,MYBL2,0,0.35951662,0.5,4,2,0,FALSE,,63,2,0,FALSE,0,MYBL2,0
7977,NANOG,0,0.22326454,0,6,1,0,FALSE,,8,1,0,FALSE,0,NANOG,0
7979,NCOA2,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,NCOA2,0
7982,NCOA4,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,NCOA4,0
7992,NCOR2,0,0.30555556,0,5,3,0,FALSE,,27.33333333,3,0,FALSE,0,NCOR2,0
7997,NELFCD,0,0.26269316,0,6,1,0,FALSE,,15,1,0,FALSE,0,NELFCD,0
8004,NFATC1,0,0.34293948,0,5,1,0,FALSE,,48,1,0,FALSE,0,NFATC1,0
8006,NFATC2,0,0.234714,0,6,1,0,FALSE,,14,1,0,FALSE,0,NFATC2,0
8008,NFE2L2,0,0.29310345,0,5,1,0,FALSE,,46,1,0,FALSE,0,NFE2L2,0
8010,NFIC,0,0.29310345,0,5,1,0,FALSE,,41,1,0,FALSE,0,NFIC,0
8038,NFKB2,0,0.26862302,0,6,1,0,FALSE,,30,1,0,FALSE,0,NFKB2,0
8046,NFRKB,0,0.29310345,0,5,1,0,FALSE,,41,1,0,FALSE,0,NFRKB,0
8048,NFYA,0,0.265625,0,6,1,0,FALSE,,12,1,0,FALSE,0,NFYA,0
8052,NKX2-1,0,0.34293948,0,5,1,0,FALSE,,48,1,0,FALSE,0,NKX2-1,0
8054,NKX2-5,0,0.26741573,0,6,2,0,FALSE,,11.5,2,0,FALSE,0,NKX2-5,0
8060,NPAS2,0,0.66666667,0,2,1,0,FALSE,,5,1,0,FALSE,0,NPAS2,0
8062,NPM1,0,0.28368794,0,6,3,0,FALSE,,8.333333333,3,0,FALSE,0,NPM1,0
8066,NR0B2,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,NR0B2,0
8068,NR1H4,0,0.33893557,0.5,5,3,0,FALSE,,37.33333333,3,0,FALSE,0,NR1H4,0
8076,NR2F2,0,0.30512821,0,5,3,0,FALSE,,22,3,0,FALSE,0,NR2F2,0
8080,NR3C1,0,0.39935065,0.125,5,9,0,FALSE,,25.33333333,9,0,FALSE,0,NR3C1,0
8091,NR4A3,0,0.25757576,0,6,1,0,FALSE,,22,1,0,FALSE,0,NR4A3,0
8093,NRL,0,0.23856859,0,6,1,0,FALSE,,3,1,0,FALSE,0,NRL,0
8095,NUPR1,0,0.33521127,0,5,2,0,FALSE,,41.5,2,0,FALSE,0,NUPR1,0
8098,ONECUT1,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,ONECUT1,0
8100,ONECUT2,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,ONECUT2,0
8102,PA2G4,0,0.32425068,0.5,5,2,0,FALSE,,49.5,2,0,FALSE,0,PA2G4,0
8113,PAX3,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,PAX3,0
8123,PAX8,0,0.34593023,0.33333333,5,3,0,FALSE,,44,3,0,FALSE,0,PAX8,0
8127,PCGF2,0,0.22623574,0,6,1,0,FALSE,,10,1,0,FALSE,0,PCGF2,0
8129,PER2,0,0.26327434,0,6,2,0,FALSE,,18.5,2,0,FALSE,0,PER2,0
8137,PHB2,0,0.26681614,0,6,1,0,FALSE,,7,1,0,FALSE,0,PHB2,0
8146,PIR,0,0.31989247,0,5,1,0,FALSE,,52,1,0,FALSE,0,PIR,0
8148,PITX1,0,0.30749354,0.16666667,5,3,0,FALSE,,19.66666667,3,0,FALSE,0,PITX1,0
8152,PITX2,0,0.26862302,0,6,1,0,FALSE,,14,1,0,FALSE,0,PITX2,0
8154,PML,0,0.33903134,0,5,3,0,FALSE,,30,3,0,FALSE,0,PML,0
8158,POLR1A,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,POLR1A,0
8160,POU1F1,0,0.21480144,0,7,1,0,FALSE,,20,1,0,FALSE,0,POU1F1,0
8162,POU2F1,0,0.31903485,0,5,4,0,FALSE,,26,4,0,FALSE,0,POU2F1,0
8169,POU3F2,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,POU3F2,0
8180,PRDM1,0,0.27610209,0,6,2,0,FALSE,,44.5,2,0,FALSE,0,PRDM1,0
8183,PROX1,0,0.28537736,0,6,2,0,FALSE,,14.5,2,0,FALSE,0,PROX1,0
8186,PTTG1,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,PTTG1,0
8190,RAD51,0,0.34293948,0,5,1,0,FALSE,,48,1,0,FALSE,0,RAD51,0
8192,RARA,0,0.27419355,0,6,1,0,FALSE,,15,1,0,FALSE,0,RARA,0
8206,RB1CC1,0,0.284689,0,5,1,0,FALSE,,17,1,0,FALSE,0,RB1CC1,0
8209,RBL1,0,0.30829016,0.5,5,2,0,FALSE,,62,2,0,FALSE,0,RBL1,0
8212,RBL2,0,0.30150754,0.5,5,2,0,FALSE,,27,2,0,FALSE,0,RBL2,0
8217,RBPJ,0,0.31989247,0,5,1,0,FALSE,,52,1,0,FALSE,0,RBPJ,0
8254,REST,0,0.30909091,0,5,2,0,FALSE,,37.5,2,0,FALSE,0,REST,0
8257,RFX1,0,0.33806818,0,4,3,0,FALSE,,37,3,0,FALSE,0,RFX1,0
8261,RORA,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,RORA,0
8263,RUNX1,0,0.36615385,0.05,5,5,0,FALSE,,34.8,5,0,FALSE,0,RUNX1,0
8276,RUVBL1,0,0.31903485,0,5,1,0,FALSE,,64,1,0,FALSE,0,RUVBL1,0
8278,SALL3,0,0.28266033,0,5,1,0,FALSE,,7,1,0,FALSE,0,SALL3,0
8280,SALL4,0,0.22623574,0,6,1,0,FALSE,,10,1,0,FALSE,0,SALL4,0
8284,SFPQ,0,0.23425197,0,6,1,0,FALSE,,4,1,0,FALSE,0,SFPQ,0
8286,SIN3A,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,SIN3A,0
8300,SIRT3,0,0.24040404,0,6,1,0,FALSE,,9,1,0,FALSE,0,SIRT3,0
8315,SMAD7,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,SMAD7,0
8318,SMURF2,0,0.21875,0,7,1,0,FALSE,,6,1,0,FALSE,0,SMURF2,0
8320,SNAI1,0,0.21480144,0,7,1,0,FALSE,,20,1,0,FALSE,0,SNAI1,0
8323,SNIP1,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,SNIP1,0
8325,SNW1,0,0.21480144,0,7,1,0,FALSE,,20,1,0,FALSE,0,SNW1,0
8327,SOX10,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,SOX10,0
8331,SOX4,0,0.25265393,0,6,1,0,FALSE,,8,1,0,FALSE,0,SOX4,0
8333,SOX6,0,0.32872928,0.5,5,2,0,FALSE,,39.5,2,0,FALSE,0,SOX6,0
8336,SOX9,0,0.31233596,0,5,3,0,FALSE,,28.33333333,3,0,FALSE,0,SOX9,0
8375,SP100,0,0.27419355,0,6,1,0,FALSE,,15,1,0,FALSE,0,SP100,0
8385,SPI1,0,0.31233596,0,5,2,0,FALSE,,20.5,2,0,FALSE,0,SPI1,0
8389,SREBF1,0,0.30670103,0,5,2,0,FALSE,,38.5,2,0,FALSE,0,SREBF1,0
8392,SREBF2,0,0.25757576,0,6,1,0,FALSE,,22,1,0,FALSE,0,SREBF2,0
8397,SRSF1,0,0.32782369,0.5,5,2,0,FALSE,,65,2,0,FALSE,0,SRSF1,0
8411,STAT2,0,0.28066038,0.5,6,2,0,FALSE,,17,2,0,FALSE,0,STAT2,0
8434,STAT4,0,0.28,0,6,2,0,FALSE,,46,2,0,FALSE,0,STAT4,0
8444,SUZ12,0,0.26327434,0,6,2,0,FALSE,,18.5,2,0,FALSE,0,SUZ12,0
8447,TAF1,0,0.29974811,0.5,5,2,0,FALSE,,35.5,2,0,FALSE,0,TAF1,0
8450,TAF4,0,0.66666667,0,2,1,0,FALSE,,2,1,0,FALSE,0,TAF4,0
8452,TAL1,0,0.33055556,0,5,3,0,FALSE,,29.66666667,3,0,FALSE,0,TAL1,0
8456,TBL1X,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,TBL1X,0
8462,TBPL1,0,0.26444444,0,5,1,0,FALSE,,17,1,0,FALSE,0,TBPL1,0
8464,TBX21,0,0.31481481,0,5,2,0,FALSE,,16.5,2,0,FALSE,0,TBX21,0
8467,TCF3,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,TCF3,0
8475,TCF7,0,0.17921687,0,8,1,0,FALSE,,18,1,0,FALSE,0,TCF7,0
8481,TEAD1,0,0.23483366,0,6,1,0,FALSE,,9,1,0,FALSE,0,TEAD1,0
8486,TFCP2,0,0.26385809,0,6,1,0,FALSE,,24,1,0,FALSE,0,TFCP2,0
8488,TFDP1,0,0.31903485,0,5,1,0,FALSE,,64,1,0,FALSE,0,TFDP1,0
8490,TFDP3,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,TFDP3,0
8492,TLX1,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,TLX1,0
8494,TNFAIP3,0,0.35522388,0.08333333,5,4,0,FALSE,,37.25,4,0,FALSE,0,TNFAIP3,0
8530,TP53BP1,0,0.29310345,0,5,1,0,FALSE,,46,1,0,FALSE,0,TP53BP1,0
8533,TP63,0,0.3260274,0.1,5,6,0,FALSE,,18.83333333,6,0,FALSE,0,TP63,0
8543,TRIB3,0,0.24485597,0,6,1,0,FALSE,,13,1,0,FALSE,0,TRIB3,0
8545,TRIM16,0,0.29166667,0,5,1,0,FALSE,,44,1,0,FALSE,0,TRIM16,0
8547,TRIM22,0,0.33615819,0.5,5,2,0,FALSE,,51,2,0,FALSE,0,TRIM22,0
8550,TRIM28,0,0.25641026,0,6,1,0,FALSE,,8,1,0,FALSE,0,TRIM28,0
8552,TRPS1,0,0.25591398,0,6,1,0,FALSE,,10,1,0,FALSE,0,TRPS1,0
8554,TRRAP,0,0.23752495,0,6,1,0,FALSE,,16,1,0,FALSE,0,TRRAP,0
8556,TSC22D3,0,0.24688797,0,6,2,0,FALSE,,7.5,2,0,FALSE,0,TSC22D3,0
8574,UHRF1,0,0.30050505,0.5,5,2,0,FALSE,,19.5,2,0,FALSE,0,UHRF1,0
8577,URI1,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,URI1,0
8590,VHL,0,0.36144578,0.05,5,5,0,FALSE,,33,5,0,FALSE,0,VHL,0
8597,WDR5,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,WDR5,0
8599,WHSC1,0,0.28953771,0,5,1,0,FALSE,,55,1,0,FALSE,0,WHSC1,0
8613,WWTR1,0,0.24485597,0,6,1,0,FALSE,,13,1,0,FALSE,0,WWTR1,0
8620,YEATS4,0,0.31903485,0,5,1,0,FALSE,,64,1,0,FALSE,0,YEATS4,0
8640,ZBTB2,0,0.31903485,0,5,1,0,FALSE,,64,1,0,FALSE,0,ZBTB2,0
8645,ZFHX3,0,0.25211864,0,6,1,0,FALSE,,20,1,0,FALSE,0,ZFHX3,0
8647,ZFP36,0,0.26862302,0,6,1,0,FALSE,,30,1,0,FALSE,0,ZFP36,0
8650,ZIC1,0,0.20304569,0,7,1,0,FALSE,,5,1,0,FALSE,0,ZIC1,0
8652,ZIC2,0,0.24435318,0,6,1,0,FALSE,,14,1,0,FALSE,0,ZIC2,0
8654,ZNF224,0,0.21480144,0,7,1,0,FALSE,,20,1,0,FALSE,0,ZNF224,0
8656,ZNF24,0,0.26269316,0,6,1,0,FALSE,,15,1,0,FALSE,0,ZNF24,0
8658,ZNF300,0,0.26096491,0,6,1,0,FALSE,,78,1,0,FALSE,0,ZNF300,0
8660,ZNF382,0,0.37735849,0.1,4,6,0,FALSE,,36.5,6,0,FALSE,0,ZNF382,0
8667,ZNF383,0,0.29310345,0,5,1,0,FALSE,,41,1,0,FALSE,0,ZNF383,0
8669,ZNF423,0,0.29310345,0,5,1,0,FALSE,,46,1,0,FALSE,0,ZNF423,0